"tcga_participant_barcode","gene","expression_log2","z.score","cohort","sample_type","protocol","geneID"
"TCGA-A2-A0EO","MTOR",10.4767825493,-0.381424336963,"BRCA","TP","RSEM",2475
"TCGA-AC-A5EH","MTOR",10.4672693915,-0.398737143002,"BRCA","TP","RSEM",2475
"TCGA-A8-A09G","MTOR",10.7911319501,0.259873179471,"BRCA","TP","RSEM",2475
"TCGA-BH-A0BL","MTOR",10.8370071254,0.365701860922,"BRCA","TP","RSEM",2475
"TCGA-A8-A09I","MTOR",10.2418080142,-0.777344280237,"BRCA","TP","RSEM",2475
"TCGA-A8-A09K","MTOR",11.1555359243,1.20108569691,"BRCA","TP","RSEM",2475
"TCGA-A8-A09M","MTOR",10.2028895471,-0.836917428065,"BRCA","TP","RSEM",2475
"TCGA-A8-A09N","MTOR",11.0168119083,0.814507030838,"BRCA","TP","RSEM",2475
"TCGA-BH-A1EO","MTOR",10.9999967596,0.77012459576,"BRCA","TP","RSEM",2475
"TCGA-BH-A1EO","MTOR",9.9791856552,-1.14985779332,"BRCA","NT","RSEM",2475
"TCGA-EW-A2FV","MTOR",10.5967900086,-0.152932748118,"BRCA","TP","RSEM",2475
"TCGA-A8-A079","MTOR",10.5852425593,-0.17575449355,"BRCA","TP","RSEM",2475
"TCGA-LL-A740","MTOR",10.9968979021,0.762001673684,"BRCA","TP","RSEM",2475
"TCGA-EW-A2FW","MTOR",9.74892944252,-1.42508885657,"BRCA","TP","RSEM",2475
"TCGA-EW-A1PH","MTOR",10.3681636443,-0.572468188444,"BRCA","TP","RSEM",2475
"TCGA-AO-A0J4","MTOR",11.2858171074,1.59959411338,"BRCA","TP","RSEM",2475
"TCGA-D8-A1JB","MTOR",10.6032820413,-0.140021806844,"BRCA","TP","RSEM",2475
"TCGA-B6-A402","MTOR",10.356813314,-0.591614165142,"BRCA","TP","RSEM",2475
"TCGA-E2-A105","MTOR",11.1328292305,1.13523814032,"BRCA","TP","RSEM",2475
"TCGA-E2-A106","MTOR",10.6209452985,-0.104598746119,"BRCA","TP","RSEM",2475
"TCGA-AO-A0J5","MTOR",10.678522941,0.0139290369799,"BRCA","TP","RSEM",2475
